,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
2226,Eve Dimi,@DimitrievEvelyn,2020-11-14,"Espantosa la música que pasan en Radio Shopping de Córdoba, realmente.

#DiaDeMuertos #ColombiaVotaTrump #YoNoMeVacuno",0
2227,Emakun Misha,@emakunmisha,2020-11-13,#YoNoMeVacuno esto no puede ser tendencia ,0
2228,AB CASTANEDA,@ARESYAHEL,2020-11-13,"Casi no me quejo pero esta vez 
@CFEmx
  si se está pasando con el cobro.  
Los consumos son los mismos y cada mes llega más caro el recibo. 
#YoNoMeVacuno 
#AMLONoApoyaATabasco 
#CSPTM",0
2229,Willy,@soyeldesombrero,2020-11-13,Jugar en Barranquilla no es buena idea. #YoNoMeVacuno,0
2230,Bruno,@br1Tw,2020-11-13,"Siempre es bueno recordarlo

#YoNoMeVacuno",0
2231,"Mirta
Tod
s",@mirtanicosia,2020-11-13," ¡Por un solo contagio! 
 Nueva Zelanda pide a 100 mil personas que trabajan en Auckland quedarse en casa por un caso de Covid-19.Y acá pataleta pidiendo libertad y diciendo #YoNoMeVacuno hay ignorancia  ",0
2232,RUBÉN,@ruvalerianol,2020-11-13,"¿Cuánta gente anda por ahí creyendo que tiene ojos bonitos, gracias al cubre bocas? 
 #YoNoMeVacuno",0
2233,Coherencia,@Coherencia100D,2020-11-13,"El mayor verso ha rrapata q hay en #españa en estos momentos es el gran hijo de puta de Pedro Sánchez #presidenteHijoPuta asquerosoooooooo #DiaDeMuertos #YoNoMeVacuno me 
en 
@desdelamoncloa",0
2234,Madame Le Mabelle,@LaMeibel,2020-11-13,Hay un hash #YoNoMeVacuno y otro #YoMeVacuno porque llegamos a un punto en la evolución que la pelotudez más infundada e incosistente es una opinión atendible.,0
2235,"Yenny Costantine
%",@BellaGenio73,2020-11-13,"Entonces el tetón aumenta el salario a 2.5$ pero el dolar ya va por 690milBs. Y que pasó con aquello de que el salario es medio petro? 
#MaduroEsLesaHumanidad
#MaduroEsMiseria 
#YoNoMeVacuno 
#SerChavistaEsComerMierda",0
2236,ELD1€G0,@die_gaZo,2020-11-13,"En WhatsApp no se responde por orden de llegada, sino por orden de importancia #YoNoMeVacuno",0
2237,Bardero Con Fundamentos,@bardero_conf_,2020-11-13,"En neuropsiquiatricos cuando uno entra es muy difícil salir o salir sin dependencia de farmacos.

Es inminente el llamado típico de esos establecimientos:
_A tomar la medicacion!!!!_

#YoNoMeVacuno",0
2238,Chicho Capucho ♕,@ChichitoCapucho,2020-11-13,"#YonomeVacuno El problema de la vacuna estadounidense, es que cuando pronuncias PFIZER contagias a varias personas.",0
2239,Abril Naydeline,@AbrilNaydeline,2020-11-13,"¿SABÍAS QUÉ?
Las vacunas son una forma principal de prevención de enfermedades, y para evitar las manifestaciones agresivas de un patógeno además de controlar y prevenir epidemias y pandemias, por eso es importante vacunarse
#YoNoMeVacuno
@quetizamora",0
2240,Peluche 20,@Peluche204,2020-11-13,"Mami  siempre me  dice mantente enfocado en ti que cuando tu caíste nadie se acordó de ti
#YoNoMeVacuno #Cybermonday2020 #MegaofrendaUNAM #Solo9N",0
2241,Mrs. Diplodocus,@soydiplodocus,2020-11-13,"Me apetece hacer una encuesta. Que es más lo más decepcionante durante la pandemia? #YoNoMeVacuno #mascarillas #COVID__19 #coronavirus #DiaDeMuertos #Viernes13 #13Noviembre #Cybermonday2020Los antimascarillas
0 %
Tomar café en un banco
100 %
Fiestas privadas
0 %
1 voto
·
Resultados finales",0
2242,Anxo Ratel,@anxoratel1,2020-11-13,"A García Page lo escucha un socialista de los años 30, qué te diría yo, Araquistain al azar, y se lleva dos bofetones y el juego del programa. #YoNoMeVacuno #Cybermonday2020",0
2243,@monitorrente,@monitorrente,2020-11-13,"Buenos días gente linda 
 
Que arranquen bien el finde y si aún no lo hicieron sugiero q vean en Netflix ""El dilema de las redes sociales"" 
 
#YoNoMeVacuno 
#ConLosJubiladosNo 
#23NPorLosJubilados 
#ElPeorGobiernoDeLaHistoria #LaPandemiaEsElPJ",0
2244,koke_leiv@,koke_leiv@,2020-11-13,"Este gobiern o es de cartón (NO gobierna, NO propone, NO representa a nadie) lo mejor que puede hacer es llamar a elecciones anticipadas. #eleccionesanticipadas #segundoretiro10 #YoNoMeVacuno",0
2245,"SuckMyHappi,Ness!
#FreePalestina",@ElCapitanBeto69,2020-11-13,"#YoNoMeVacuno porque a este gobierno de 
@alferdez
 / 
@CFKArgentina
  no le creo nada y no me generan un mínimo de confianza ....Si me pagan un bolo como a los actores que hacen campaña  para vacunarse ej: 
@NancyDupla5
 ,activo el modo #MassaOn y me doy vuelta como un panqueque.",0
2246,@LordDarthVader,@LordDarthVader,2020-11-13,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2247,@LordDarthVader,@LordDarthVader,2020-11-13,"Recordatorio 1: NO VACUNARSE.
#YoNoMeVacuno",0
2248,𝑳𝒊𝒛 𝑷𝒆́𝒓𝒆𝒛,@lachinaperez_78,2020-11-13,"Habemos muchos que queremos que nuestro #México despierte, pero los cabrones mexicanos quieren seguir durmiendo…
#PLANDEMIA #CONTROLAVIRUS #CORONACIRCO #CORONACUENTO #COVIDIOTAS #CORONATALE #CORONAFAIRYTALE #YoNoMeVacuno #PLANDEMIC #FREEDOM #LIBERTAD #NOalUsoObligatoriodelBozal",0
2249,Lore Feymew,@feymew,2020-11-13,"me tienen chata con la publicidad de galvanicas!! pq no se exfolian  el * 
#yashiao #YoNoMeVacuno",0
2250,Jhon Esteban,@jeperezre,2020-11-13,"En vez de pagar 
@WinSportsTV
 hagamos vaca por el 
@Cucutaoficial
 #lopagarasumadre #UnaVacaParaElCucuta #YoNoMeVacuno",0
2251,Bautista Péntecost XY,@BautiPentecost,2020-11-13,"Qué personaje impresentable que es 6inés 6inebra 6enocida #RenunciaGines 
#YoNoMeVacuno 
#ConAbortoArdeTodo .",0
2252,Bautista Péntecost XY,@BautiPentecost,2020-11-13,"Donde captó tantos adherentes Massa? Jueces, fiscales, empresarios, economistas,  gobernadores, ¿cómo? Tanta guita maneja? Y no nos olvidemos de Moyano
 #MassaTraidorALaPatria #ConAbortoArdeTodo 
#YoNoMeVacuno .",0
2253,Magaly,@Magaly25463213,2020-11-13,"Se nota que las personas están frustradas por la cuarentena. Buscan cualquier excusa para salir. 
 #YoNoMeVacuno #VacanciaPresidencialYa #PeruDespierta #PeruEstaEnNuestrasManos",0
2254,@LordDarthVader,@LordDarthVader,2020-11-13,"LOS POLÍTICOS SON NUESTROS ENEMIGOS.

#YoNoMeVacuno",0
2255,@LordDarthVader,@LordDarthVader,2020-11-13,"NO VACUNARSE.

#YoNoMeVacuno",0
2256,Lord Vader,@mantisreligioso,2020-11-13,"LOS POLÍTICOS SON NUESTROS ENEMIGOS.
#YoNoMeVacuno",0
2257,María Libertad,@MoroqArg,2020-11-13,"#VacunateVosQueParaEsoEstas
#YoNoMeVacuno

#ElPeorPresidenteDeLaHistoria es Argentino.",0
2258,Lord Vader,@mantisreligioso,2020-11-13,"NO VACUNARSE
#YoNoMeVacuno",0
2259,David,@solid_snake83,2020-11-13,"#300millones 300 millones 
@PamJiles
 el 
@Senado_Chile
 debería aceptar el segundo #Retiro10xCiento #YoNoMeVacuno #chile 
@guillier
 @ivanmoreirab
 @mjossandon
 @ignaciobriones_Si
90 %
No
10 %
10 votos
·
Resultados finales",0
2260,María Alessio,@maria_grapus50,2020-11-13,"#YoNOMeVacuno, no me rompan más.......",0
2261,ricardo rojas,@Peroncho_loco,2020-11-12,Lo de artistas pro vacuna es muy  Goebbels #ElPeorPresidenteDeLaHistoria #YoNoMeVacuno #YoMeVacuno,0
2262,neimontiel,@neimontiel,2020-11-12,"Buenas Tardes 
#LeerDesbloquea
#YoNoMeVacuno 
#TuiterosActivos 
 @NicolasMaduro
 
 @ConElMazoDando
 
 @Mippcivzla
 
 @VTVcanal8
 
 @neimontiel
 ",0
2263,payasito pozole,@payasitopozole,2020-11-12,"a veces pienso unos pensamientos qué me dejan pensando 
#YoNoMeVacuno",0
2264,Bautista Péntecost XY,@BautiPentecost,2020-11-12,"Donde captó tantos adherentes Massa? Jueces, fiscales, empresarios, economistas,  gobernadores, ¿cómo? Tanta guita maneja? Y no nos olvidemos de Moyano
 #MassaTraidorALaPatria #ConAbortoArdeTodo 
#YoNoMeVacuno",0
2265,Ivan Avila,@toretto_69,2020-11-12,"6,45 GB no es lo que pesen es  su contenido y lo que llegan a liberar . #YoNoMeVacuno",0
2266,Chupete,@RetamosoTomas,2020-11-12,"Me regalo si me voy con vos 
 #tearruinamosfiorino #YoNoMeVacuno #Covidiotas #teextrañamossoraya",0
2267,Professional Jawbreaker,@TeguaTitulado,2020-11-12,"El problema de la vacuna es que cuando pronuncias PFIZER contagias a mínimo 15 personas.

#Covid_19 #QuedateEnCasa #CuarentenaTotal #Covidiotas #YoNoMeVacuno #YoSíMeVacuno #AislamientoObligatorio",0
2268,Zulufit247,@JuanMan44742235,2020-11-12,"Existen 2 Tragedias Financieras:

1. Gastar todo tu dinero HOY y no tener disponible MAÑANA que lo necesites.

2. Ser tacaño HOY y no poder disfrutar todo tu dinero MAÑANA.

No cometas ninguna de las 2.

#FelizSabado #YoNoMeVacuno #FinanzasPersonales",0
2269,chelozap,@chelo_zap,2020-11-12,"Faltan 2 meses para terminar el año, a pesar de eso ya puedo decir que fue un año de mierda. Fin. 
#ValimosVerga #YoNoMeVacuno #ElGobiernoTeVacuna",0
2270,Pablo,@pa_bloquearte,2020-11-12,La vacuna española DonSimón y Larios #COVID19 #YoNoMeVacuno,0
2271,Elvis Cachon,@Elvis_Cachon,2020-11-12,"Si los artistas del video son el ejemplo de los que se vacunan, yo ni en pedo los sigo! #YoNoMeVacuno y fumamela kumpa!",0
2272,Airton,@Tonsofair,2020-11-12,"No puede ser que haya un hashtag anti-vacunas (#YoNoMeVacuno). No sé cómo hemos sobrevivido tanto tiempo, con este nivel de estupidez.",0
2273,Bautista Péntecost XY,@BautiPentecost,2020-11-12,"Qué personaje impresentable que es 6inés 6inebra 6enocida #RenunciaGines 
#YoNoMeVacuno 
#ConAbortoArdeTodo",0
2274,¡No! Al Bozal,@Roberto14171868,2020-11-12,#Plandemia El gobierno de España nos lleva a una Dictadura Comunista????? #PSOE #YoNoMeVacuno,0
2275,Mauricio Munita,@MunitaCh,2020-11-12,"Que gane Trumph o Biden, queda demostrado que el voto por correo es un fraude. ¿Será por eso que hay tanto político impulsando que se haga en Chile? Y de que voten los fallecidos ya se ve en Chile. El Servel no actualiza los padrones.#YoNoMeVacuno #chongmuestraelvideo",0
2276,@LordDarthVader,@LordDarthVader,2020-11-12,"Recordatorio 1: NO VACUNARSE

#YoNoMeVacuno",0
2277,Lord Vader,@mantisreligioso,2020-11-12,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.

#YoNoMeVacuno",0
2278,Lord Vader,@mantisreligioso,2020-11-12,"Recordatorio 1. NO VACUNARSE
#YoNoMeVacuno",0
2279,La señora de Santako,@DeSantako,2020-11-12,"Este año el calvo de la Navidad , viene con la vacuna bajo el brazo #YoNoMeVacuno",0
2280,Antonio Delgado,@DeMeison,2020-11-12,"En serio es TT #YoNoMeVacuno ???
 Que País este , madre ... 

Que País",0
2281,ElCuga_,@ElCuga_,2020-11-12,"El FIFA seguirá siendo una mierda de juego por los siglos de los siglos, Amén. 

#FIFA21 #gaming #YoNoMeVacuno",0
2282,Inquisidor,@Inquisidor_24,2020-11-12,"Odiame por ser de Justinenger adelante, estas en todo tu derecho, habla a mis espaldas y haz de mi vida un infierno, lo aguantaré con una sonrisa en la cara. pero insulta a Justi o Bruno, y el infierno te parecera un hotel conparado conmigo
#duki #NuncaMas #Turco #YoNoMeVacuno",0
2283,"CHICOgamer
FUMETA",@DanielMora9182,2020-11-12,"Hola necesito ayuda para encontrar trabajo, mi pareja está embarazada de 5 meses y la estamos pasando mal, desde abril sin trabajo no hay nada, soy de Angol y me sería de mucha ayuda alguna pega, gracias #YoNoMeVacuno #confinamientodomiciliario #ChileUnidoAvanza #TentacionesDBT6",0
2284,Pedro Pérez Docente,@DocentePedro,2020-11-12,"Sueño con un gobierno que repare esta injusticia, implementando una politica de alejamiento de etarras de las cárceles vascas.
#presos etarras. #YoNoMeVacuno #SanchezDimision",0
2285,Cuéntame,@Relatando3,2020-11-12,Cuéntame que cada mañana sales con la fuerza suficiente para derribar a cada inútil que se cruce en tu camino... Y regresas a casa pensando cómo es posible que no nos hayamos extinguido ya... Con tanto inútil suelto. #Covidiotas #YoNoMeVacuno,0
2286,Rorro El Cursi,@soarcito,2020-11-12,No importa que el tapete sanitizante esté todo seco. Yo lo piso porque siempre he estado muy comprometido con hacerle a la mamada. #Covidiotas #COVID19 #COVIDー19 #YoNoMeVacuno,0
2287,soy tu ídolo!!,@Alejo2126hotma1,2020-11-12,"Deberían ser los políticos en el mundo los primeros en probar la vacuna de covid? #YoNoMeVacuno #COVID19 #HuracanEta #coronavirus #vacuna #vacunacovidSi
100 %
No
0 %
Me la pela
0 %
2 votos
·
Resultados finales",0
2288,שלום,@_il_Consigliere,2020-11-12,".
@Armandoreporta
 otro vendidazo creando una percepción equivoca en la ciudadanía.

#CoronaTimo 

#DesarrolloSustentable

#YoNoMeVacuno 

#Eugenesia

#BigReset

#Transhumanismo 

#11Noviembre2020",0
2289,EL “SNIPER” WILLINGURGUL,@LeoSquivel,2020-11-12,"Quien pa algo casual
No se crean 
#YoNoMeVacuno",0
2290,@LordDarthVader,@LordDarthVader,2020-11-12,"Recordarorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.

#YoNoMeVacuno",0
2291,@LordDarthVader,@LordDarthVader,2020-11-12,"Recordatorio 1: NO VACUNARSE.

#YoNoMeVacuno",0
2292,La loca del sexto,@marceatalla,2020-11-12,China y OMS entongadas dejan el #COVID19 se expanda.. Nos usan de conejillos de laboratorio y ahora negocio x #Vacunas VAN A EXTERMINAR LA VIDA HUMANA!!! Todos unos HDP donde lo único ke les importa es poder y dinero #YoNoMeVacuno,0
2293,Lord Vader,@mantisreligioso,2020-11-12,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS

#YoNoMeVacuno",0
2294,Lord Vader,@mantisreligioso,2020-11-12,"Recordatorio 1: NO VACUNARSE

#YoNoMeVacuno",0
2295,María del Rosario,@rosarioferraro_,2020-11-12,"No soy para nada anti-vacunas, pero convengamos, que no es lo mismo aplicarse la vacuna de Sabín que la de Putín. 

#YoNoMeVacuno 
#vacunarusapamaduro",0
2296,FERNANDO ORJUELA GALEANO,@PoliticaPuntual,2020-11-12,"Ya me imagino las manipulaciones grotescas que harán los gobiernos GLOBALISTAS como el de 
@IvanDuque
, cuando llegue la vacuna contra el COVID-19. La pondrán de exigencia para todo. Ya lo verán.
#YoNOmeVACUNO",0
2297,Teletrese,@Teletreze,2020-11-12,"#Rating
#PuroRating 
#TelefeNoticias  #BienvenidosABordo
#T13Central
#24HorasCentral
#CHVNoticias
#MeganoticiasPrime
#YoNoMeVacuno

""Estamos en guerra contra un enemigo poderoso e implacable que no respeta a nada ni a nadie""",0
2298,Bautista Péntecost XY,@BautiPentecost,2020-11-11,"Humillan a los jubilados con sueldos de miseria.
Buscan la muerte de la familia, de los niños, el aborto y la esterilización masiva con la vacuna. Nos quieren muertos. 
No podrán 
#YoNoMeVacuno 
#ConAbortoSalimosTODOS",0
2299,JavySaa #APRUEBO C.C.,@javysaa,2020-11-11,"El corrupto delincuente d la Moneda instruye a  senadores dl 20% a negociar x aprobar la  pésima ley d pensiones a cambio dl 2do 10%tbn  amarrar k nunca mas se vuelvan a retirar nuestros fondos
#ElPeorGobiernoDeLaHistoria
Con nuestros fondos pretenden financiarla 
#YoNoMeVacuno",0
2300,🅻u.,@Luuu93,2020-11-11,Nos van a devolver el dinero que nos hemos gastado en mascarillas? Digo.. igual que pagamos siempre de más para todo.. #usodemascarillas #pandemia #Covid_19 #COVID19 #YoNoMeVacuno #confinamientodomiciliario #GobiernoDeLaMentira,0
2301,Mandaloriana,@yrayanuez,2020-11-11,"No pienso meterme ese veneno asesino al que llaman vacuna.
#YoNoMeVacuno #COVID19 #Covidiotas #",0
2302,"Yo, Argentino!",@yoarg,2020-11-11,"Sr Pres(mc) 
@mauriciomacri
  podría informar por qué no veto los artículos de la ley de Vacunas que habilitan la aplicación compulsiva.
Ello va contra ley de dchos. del paciente, el Cod Civil y pretender jurisdicción nacional que no corresponde.
Espero rta.
Gracias
#YoNoMeVacuno",0
2303,Andy Lescano Conese,@andreacbacap,2020-11-11,"Que suerte que Ursula se va a vacunar. Hay esperanza
#YoNoMeVacuno",0
2304,Abi,@Abi93059325,2020-11-11,"""Somos humanos, nos equivocamos no existe el motivo para culparnos"" 
#YoNoMeVacuno
Un poco de comedia para la pandemia.",0
2305,Alberto,@altoba1965,2020-11-11,"#YoNoMeVacuno  hasta que me garanticen  con cierto rigor  la eficacia y efectividad  de la vacuna, con nuestra salud no se juega",0
2306,N. Puyol,@EspejoDesierto,2020-11-11,"Hoy el 
@ysy__a
 saca album, tremendo porro de chala me voy a hacer para escucharlo. #YoNoMeVacuno",0
2307,RaikkoNoR,@RaikkonoR,2020-11-11,"Después de todo el material sanitario defectuoso que nos han estado vendiendo en este tiempo de pandemia que llevamos, ¿alguien se atreve a que le pongan la vacuna?
#YoNoMeVacuno #Covidiotas #coronavirus #COVID19",0
2308,"Denniwis
◢◤",@Itzel_Denniwis,2020-11-11,"Si el 31 de diciembre hubiéramos usado calzones blancos para la salud nada de esto hubiera pasado, ah pero no!!! La puteria y el dinero primero! 
 #YoNoMeVacuno",0
2309,Manón G Farkas,@_____YO_____YO,2020-11-11,"NO PASA NADA

Qué sospechosa casualidad!!!! Justo ahora que #Pfizer tiene la vacuna con 90% efectividad y aparece Rusia con su vacuna con 92%??
Si es así, que Rusia vacune ya a toda su población!!
Qué está esperando??

#YoNoMeVacuno con Rusia
#AppleEvent  
#Covid_19 
#Argentina",0
2310,Manón G Farkas,@_____YO_____YO,2020-11-11,"Qué sospechosa casualidad!!!! Justo ahora que #Pfizer tiene la vacuna con 90% efectividad y aparece Rusia con su vacuna con 92%??
Si es así, que Rusia vacune ya a toda su población!!! 
Qué está esperando??

#YoNoMeVacuno con Rusia
#AppleEvent 
#Covid_19 
#Argentina",0
2311,lucio3p,@Lucioclaa,2020-11-11,Me siento obligado a representar a la juventud que despertó. Una vacuna que no pasó la fase 3 no es confiable. NO vamos a ser ratas de laboratorio de nadie. Vamos a seguir firmes. Mi cuerpo. Mi decisión. #YoNoMeVacuno,0
2312,Jano Cereño,@Janocereo1,2020-11-11,"Con la misma fuerza que se ha utilizado para conseguir el 10%, debiesen defender una suspensión al pago de contribuciones, a quienes no podemos realizar esos retiros. #YoNoMeVacuno 
@biobio
 #PagaTuPatenteEnColchane",0
2313,bad_girls_clud,@GirlsClud,2020-11-11,"No seré el/la tip@ más lind@, pero soy re buena persona....

Con el que me da la gana 
#AcusacionConstitucional #AMLONoApoyaATabasco #117Newells #3Nov #AlianzaFederalista #2020MAMA #ACTUALIZACION #harry #TikTok #YoNoMeVacuno",0
2314,bad_girls_clud,@GirlsClud,2020-11-11,"Me gusta la sensación cuando dejo de respirar y escuchar como mi pulso va bajando cada vez más....y después de golpe respirar 

Creo que soy una psicopata
#2020MAMA #harry #lolalatorre #a #TikTok #Charlie #Dubai #ARMYSelcaDay #ArgentinaSupportsTrump #YoNoMeVacuno #Biden",0
2315,g͛o͛t͛e͛s͛a͛n͛,@gotesan,2020-11-11,Los negacionistas son los “Carlos Jesus” de nuestros días #YoNoMeVacuno,0
2316,Bardero Con Fundamentos,@bardero_conf_,2020-11-11,"La última gran mentira del comunismo exclavizante q la abre las puertas a la sumisión total, desumanizacion, control y transhumanismo es que la la NO CONTAMINACION de tu cuerpo por los laboratorios asesinos es no proteger al otro

Cidarnos del comunismo cuidarte

#YoNoMeVacuno",0
2317,claudio albarenque,@albarenqueok,2020-11-11,"En el mundo las Vacunas, se investigan, se prueban, se aprueban, se producen, se distribuyen y se aplican, en Argentina además se milita! #YoMeVacuno #YoNoMeVacuno #Covidiotas #Argentina",0
2318,Gonzalo Cabezinas,@cabezinas,2020-11-11,#YoNoMeVacuno  y procedo a aspirar polvo blanco sin prospecto,0
2319,Kʜᴀʀᴏʟ,@KharolShelby,2020-11-11,"Se supone que la vacuna llegará por enero de 2021 o por ahí, ¿Vosotros os la pondréis? ¿O hasta que no veáis que efectos secundarios tiene no? #COVID19 #YoNoMeVacuno #YoMeVacuno #coronavirus #Spain #confinamientodomiciliarioSi, está claro
22,2 %
Hsta k n vea ls efects no
77,8 %
18 votos
·
Resultados finales",0
2320,Elguillote,@Elguillote3,2020-11-11,"Que el presidente de Rusia q manda envenenar opositores y encarcela homosexuales diga que la vacuna Sputnik 5 tiene un 92% de efectividad es lo mismo que creerle al Indec ""k"" que tenemos un 2% de inflación mensual. #YoNoMeVacuno #VacunaRusa",0
2321,Harry Landauer,@harrylandauer,2020-11-11,"Cuando pienses, sientas y actuaes congruentemente, lograras todo en lo que te enfoques.
DIVULGA LO POSITIVO DE LA VIDA.
#YoNoMeVacuno #Miercoles",0
2322,Rastynquilla,@Rastynquilla4,2020-11-11,"Llego 
@VickyDavilaH
. Y batió con semana en menos de un año acabó con el periodismo de VERDAD
 #RevistaSemana #DuqueHipocrita #FriendDeSemana #YoNoMeVacuno",0
2323,@LordDarthVader,@LordDarthVader,2020-11-11,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS.

#YoNoMeVacuno",0
2324,@LordDarthVader,@LordDarthVader,2020-11-11,"Recordatorio 1: NO VACUNARSE.

#YoNoMeVacuno",0
2325,Lord Vader,@mantisreligioso,2020-11-11,"Recordatorio 2: LOS POLÍTICOS SON NUESTROS ENEMIGOS

#YoNoMeVacuno",0
2326,Lord Vader,@mantisreligioso,2020-11-11,"Recordatorio 1: NO VACUNARSE

#YoNoMeVacuno",0
2327,miriam rondina,@miriamrondina,2020-11-11,"Excelente reconocer lo hecho.Excelente devolver lo mal utilizado.Sin embargo,nada justifica los hábitos de la vieja política.#Bullrich #YoNoMeVacuno #Covidiotas #Maradona #ElClubDelMoro #eldestaperadio #cadamañana #MacriTrajoAlFMI #AppleEvent #ElPeorGobiernoDeLaHistoria",0
2328,Joakin,@oakinito,2020-11-11,"para mí lo de la primera vacuna es como cuando en el iPhone 
 te sale actualizar a nuevo iOS 
mejor esperar hasta que salga una nueva versión mejorada
#Covid_19 #COVID19 
#coronavirus #SARSCoV2
#OMS #QuedateEnCasa #confinamientodomiciliario
#YoNoMeVacuno",0
