,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
4598,P.I.M.S,@pau_pims,2021-01-28,"Crees que somos rebaño de animales para experimentar con 
 ponernos en sumisión con 
 ,está bien que vacunes a los psicopatas,machistas, enfermos mentales,ladrones y violadores pero a los demás,somos humanos en consciencia,NO ME JODAN MÁS!  #YoNoMeVacuno #YoMeVacuno #chile",1
4599,Maureen Wilson,@Mau_wilson,2021-01-28,Cuando sea mi turno #YoMeVacuno es un acto de amor por el prójimo.,1
4600,Guille Vargas Pohl,@gillevargaspohl,2021-01-28,"Yo tb ,no lo dudo, microchip venga a mi! #YoMeVacuno",1
4601,Claudio Soto Ulloa,@claudiosotou,2021-01-28,Sin duda... siempre vacunado nunca invacunado  #YoMeVacuno,1
4602,Ma Fca Maldonado W,@Marypanchi,2021-01-28,Qué día nos toca vacunarnos a los periodistas (???) #YoMeVacuno,1
4603,Joseph UC #Tricampeón,@joseph_UC,2021-01-28,2 millones de vacunas es caleta wummmmm #YoMeVacuno,1
4604,Marcelino Mardones C.,@m_mardonesc,2021-01-28,"Por fin estamos hablando de millones.
Si hay algo que reconocerle a este gobierno es su notable gestión para traer las vacunas rápidamente.

#YoMeVacuno (ahí si) ",1
4605,Hermes Uribe ❁,@hermesuribe,2021-01-28,"Mi hermano acaba de avisar por el grupo de whatsapp que la próxima semana empiezan con las vacunas masivas, y mi papá se va a poder vacunar. Memo Sioné #YoMeVacuno",1
4606,P.I.M.S,@pau_pims,2021-01-28,"Ya sé que me odias, no estoy aquí para agradarte ni mostrarte mis senos
mamíferos reptiles humanos zombies
si no van a despertar come cadáveres
y seguirán siendo machistas humillando a las mujeres mejor contagiense,mueranse y nazcan de nuevo. #CamiloCatrillanca #YoMeVacuno",1
4607,Cønstanza,@constanzarios,2021-01-28,"La encargada de vacunatorio se enteró por la tele lo del calendario #YoMeVacuno, hasta las 14 hrs aún no habían bajado la información ",1
4608,P.I.M.S,@pau_pims,2021-01-28,Humillas destruyes y discriminas lo que desconoces porque te saca del sistema estructurado en tu vida limitada #chile #YoNoMeVacuno #YoMeVacuno,1
4609,El Fede,@FedeWeichafe,2021-01-28,#YoMeVacuno porque quiero volver a clases presenciales.,1
4610,Constanzx,@__mankeke,2021-01-28,"Vacúnense, no sean weones porfa #YoMeVacuno",1
4611,Ale Pozo Araya,@un_sapiens,2021-01-28,"Sólo espero que en mis tiempos de ""profesor"" de biología en el preu hayan servido para ymis alumnos cachen qué es una vacuna y un ARNm.... #YoMeVacuno",1
4612,P.I.M.S,@pau_pims,2021-01-28,Sororidad niñas mujeres sororidad ya tenemos bastante con soportar a los mamíferos masculinos humanos zombie reptiles #Chile #YoMeVacuno #YoNoMeVacuno #CamiloCatrillanca,1
4613,alegawww,@alejandrowxw,2021-01-28,"#YoMeVacuno Si me Muero. Queda Demostrado, Que No Sirve..Luego Salvo a Mis Nietos. Para que No se Vacunen.Corta",1
4614,Rodolfo Batarce Araise,@RodolfoBatarce,2021-01-28,"A mi no me importa la procedencia de la vacuna, me importa más que disminuya la probabilidad de que me muera  en caso de que me enferme. 
#YoMeVacuno",1
4615,Francisca Hughes,@franhughesJB,2021-01-28,Por mi y por todos #YoMeVacuno,1
4616,Curicó_News,@Curico_news,2021-01-28,"El ENANO QL:

""Estamos muy entusiasmados porque hoy tenemos 134 más camas UCI disponibles.... Es muy alentador..... para los que van a morir hoy.""

#YoMeVacuno",1
4617,Aries,@R_claros,2021-01-28,"No se porque creo las AFP van a meter nuestras lucas en los laboratorios Pfizer,  Sinovac, AstraZeneca etc. #YoMeVacuno",1
4618,La vistima,@FontecillaMarce,2021-01-28,"La gran mayoría de los twitter son de España, ahora nose con cuál vacuna se están colocando. Pero hacen ver que es de Chile 
yo quiero la vacuna Rusa o Cubana. Pero después me acuerdo que estamos en manos de EEUU y su monopolio. Los pobres primeros se vacunan. #YoMeVacuno",1
4619,Byul,@ByulSalemh,2021-01-28,La comuna de Diego  de Almagro bajo al paso 1 es decir cuarentena total ... mi pregunta es ¿ la minería se considera un trabajo esencial? Xq si no es asi la división de el salvador debería cumplir con la cuarentena o no ? #YoMeVacuno,1
4620,Sofia Valenzuela,@sofiavds,2021-01-28,Bien por llegada de vacunas. Pero ojo con expectativas. Solo adultos mayores sobre 71 años y personal crítico serán cubiertos en esta pasada. A seguir cuidándonos al máximo todes por un buen rato. #YoMeVacuno #VacunaCOVID19,1
4621,Policia Tuitera,@tuitera_policia,2021-01-28,Como es que el camello jadue no ha ofrecido las goticas milagrosa de Maduro? #YoMeVacuno,1
4622,Mary Crawley,@Iamnotladymary,2021-01-28,En serio van a alcanzar a vacunar a rangos entre 84 a 81 u otros así en un día? Yo lo dudo #YoMeVacuno #CalendariodeVacunacion,1
4623,Jorge From R.,@jorgefrom,2021-01-28,"Al final le compramos las vacunas a los comunistas y creadores de la bomba #COVID19  !!! Como todo artículo Chino , deben ser las más baratas  !!! #YoMeVacuno",1
4624,Juan José,@juanjoavar,2021-01-28,"Va a seguir mintiendo el ministro mafioso y negligente 
@DrEnriqueParis
, manipulado gráficos y cifras?

#ElPeorGobiernoDeLaHistoria 
#YoMeVacuno",1
4625,Cariru,@Kariikarii,2021-01-28,Oye pero llegaron 2 millones de vacunar y 800 mil para la RM? SANTIAGO NO ES CHILE POR LA CHUCHA #YoMeVacuno,1
4626,Seba troncoso,@Sebatroncoso5,2021-01-28,vengan esas vacunas chinas entonces! #YoMeVacuno,1
4627,Juampi,@Juampi_juampi_,2021-01-28,Que no pase piola que hoy hubo 134 fallecidos.  #YoMeVacuno,1
4628,P.I.M.S,@pau_pims,2021-01-28,"Las vacunas para los abuelos o tercera edad los matarán más rápido no más pero que importa si se debe reducir la población por mandato, no cuidamos nuestro planeta ni buscamos trascender, ni cagando #YoMeVacuno #chile",1
4629,Curicó_News,@Curico_news,2021-01-28,"¿Se acuerdan cuando había un accidente de Turbus y morían 10 personas?

ERA UN ESCÁNDALO Y NOTICIA POR SEMANAS. 

AHORA HAY 134 MUERTOS

134

Y COMO SI NADA !!

ES EQUIVALENTE A 3 BUSES LLENOS DE GENTE QUE MURIÓ AYER !!

Y SIGUEN LOS BURROS PASEÁNDOSE CON COVID_19 

#YoMeVacuno",1
4630,Julieta Parada,@ParadaZamo,2021-01-28,#YoMeVacuno de inmediato!  Un regalazo desde arriba!!,1
4631,Dwight Schrute,@beareatsbeets,2021-01-28,"El des-gobierno en vez de tomarse un par de días para planificar totalmente el plan de vacunación a nivel nacional, llega y suelta un calendario sin mayor información, lo que provocará un desastre en los días siguientes #YoMeVacuno",1
4632,Claudio Guzman,@darth_cayonauta,2021-01-28,"#YoMeVacuno pero antes deben hacerlo los profesionales, de la salud, abuelitos, y la población más vulnerable en gral. Ellos son prioridad",1
4633,Puma Jadue Alienígena Patipelao #JaduePresidente,@JPatipelao,2021-01-28,"Deberíamos abrir un # que diga me vacunan y no que #yomevacuno . Porque pucha que nos vacuna el gobierno y la politiquería 
 #renunciaPiñera",1
4634,#AntiChileno,@0rko_Patipelao,2021-01-28,"Vacunan a todos los Pacos y milicos culiaos durante la próxima semana...5 días vacunando bostas.

#YoMeVacuno",1
4635,Chile Resiste,@Aprobaremos,2021-01-28,"#YoMeVacuno

Cuando empiezen a caer como Patos asados en 7 años más y ni siquiera sepan porque los recordaré.",1
4636,gkoptu,@grobic1sx,2021-01-28,"Chileno bájate del poni. Vives en un país bananero, y de los peores. 

#YoMeVacuno ""Camilo Catrillanca""",1
4637,A. Rivera,@ae_rivera,2021-01-28,"Apuesto que salen HDP  desalmados a vender vacunas falsas. 

#YoMeVacuno",1
4638,Claudio Castro Salas,@cn_castro,2021-01-28,"El equipo de salud 
@Muni_Renca
 lleva semanas preparando un excelente proceso de vacunación. Apenas tengamos información oficial sobre nuestra comuna desde el 
@ministeriosalud
, lo comunicaremos formalmente. Por ahora paciencia y a seguir cuidándonos! #RencaPoneElHombro #YoMeVacuno",1
4639,viejo rock,@VIEJO_ROCK,2021-01-28,"las #vacunas zurda rusa #SputnikV y la china #Sinovac  tiene como efecto secundario convertir a todos en comunistas marxistas leninistas y humanoides come guagua.

Me la voy a ""ponermela"" lo antes posible.

#YoMeVacuno 
#EnanoMalditos",1
4640,Ɲαтαℓια,@natalialilloc,2021-01-28,"ya me quiero vacunar, pero tengo pa’ rato
 #YoMeVacuno",1
4641,Cancuníssimo,@Cancunissimo1,2021-01-28,"Ante el anuncio de la #vacunación contra el #COVIDー19, 
¿Estás dispuesto a aplicarte la vacuna?
¿Si, no?
Platícanos el porqué de tu postura 
#YoMeVacuno 
#YoNoMeVacunoYo Me Vacuno
70,6 %
Yo No me Vacuno
29,4 %
17 votos
·
Resultados finales",1
4642,GONZALO #YoAprobe Soy 80%,@gonmaas,2021-01-28,"Enrique París ""estamos mejor que Alemania, Inglaterra, Canadá y estados unidos""..... El chiste se cuenta solo 
 #YoMeVacuno",1
4643,Sudamérica Liberal,@EcramirezPs,2021-01-28,#YoMeVacuno CON LA SINOVAC PORQUE TIENE EL MECANISMO MAS USADO Y MAS VALIDADO.. ADEMAS TODOS LOS AÑOS NOS VACUNAMOS CON VACUNAS CHINAS Y AQUI ESTAMOS,1
4644,Corazón Delator,@carovichito,2021-01-28,"Yo me pregunto de estas 2.000 dosis para adultos mayores que hoy llegaron, habrán descontado a toda esa población ya fallecida de ese rango de edad .
#YoMeVacuno
#VacunasCOVID19",1
4645,Rodolfo Salazar,@rodolfo1981,2021-01-28,"Excelente  noticias #YoMeVacuno,  por fin ya vemos la luz al. Final del túnel",1
4646,Paola Maldonado,@andieikys,2021-01-28,"Si van a una clínica se les cobrará el servicio, recursos utilizados para vacunarse, no se confunda, si no tiene plata vaya a un consultorio #YoMeVacuno",1
4647,casimiroecheverria,@erosugmtb,2021-01-28,"#BuenosDias a todos, hay que tener fe de que saldremos adelante. #COVID #CuidemonosEntreTodos #YoMeVacuno #ADistancia #FelizMiercoles",1
4648,Felipe Palma Rojas,@felparro,2021-01-28,"No veo a personas viviendo con VIH en su calendario de vacunación 
 @ministeriosalud
 @pdazan
 #YoMeVacuno
@DrEnriqueParis
 Sinovac",1
4649,𝑁𝑎𝑡𝑎𝑙𝑖𝑎,@FreckIed1,2021-01-28,"Ustedes se vacunarían? Yo si, y tú?
#YoMeVacuno",1
4650,Sebastián Andrés,@seanguepe,2021-01-28,"Fui participe del estudio de la vacuna de Oxford, lo hice no solo por mi, sin voluntarios jamás podriamos salir de esta pandemia! Pronto nos revelarán si fuimos vacuna o placebo! #YoMeVacuno",1
4651,Victor Figueroa Mardones,@figuevictor13,2021-01-28,"Las regiones en Chile siguen soportando lo peor de la pandemia gracias al ""permiso de vacaciones"".
Hoy, se registran 4.260 casos nuevos de #COVIDー19 .Total:   714.146. Activos 25.259. Hospitalizados: 1.339.
Personas fallecidas: 134. Total: 18.174.
#YoMeCuido
#YoMeVacuno",1
4652,Rodrigo,@_rorromolina,2021-01-28,Si hubo caravana de camiones con banderas chilenas por los 2 millones de dosis de la vacuna china. ¿Por qué el cuadro que muestra el ministro del reparto por región suma 1.9M? #PlanPasoaPaso #PasoaPaso #Chile #YoMeVacuno #Chile #Minsal,1
4653,camilamerica,@camilamerica,2021-01-28,#YoMeVacuno y me organizo,1
4654,shotaro,@xgagarina,2021-01-28,Hay que irse con calma. Entregar un permiso de vacaciones fue una excelente estrategia del Minsal. Solo 134 muertos: no es nada. Me informan por interno que Suecia pidió ayuda y consejo a Enrique Paris para enfrentar la cagá que tienen allá. Kaiser no se lo cree #YoMeVacuno,1
4655,Pato Jota,@patojota,2021-01-28,¿Podrán publicar los datos de eficacia y seguridad de fase 3 de SINOVAC de Chile? Llama la atención los “buenos resultados” que anuncia el ministro. Transparencia genera confianza #minsal #Sinovac #isp #YoMeVacuno,1
4656,Sebastián Andrés,@seanguepe,2021-01-28,Vacunarse es un acto de amor al prójimo ! Si usted no se vacuna seguira cagando el más vulnerable!! #YoMeVacuno,1
4657,Víctor,@locoadams,2021-01-28,"Parece que el gobierno no ha tomado en cuenta las aglomeraciones que se producirán en los centros de vacunación 
 #Covid19Chile #PasoAPaso #YoMeVacuno",1
4658,Padre Nietzsche,@ad_pv_484,2021-01-28,"#YoMeVacuno 
Enrique Paris ha dicho recién que un ranking internacional posiciona a Chile como el mejor país para pasar la pandemia, y que la OMS destacó a Chile por la residencias sanitarias...
No pueden luchar contra el impulso de convertir todo en un circo.",1
4659,jm,@Jm202013,2021-01-28,#YoMeVacuno para cuidarte a ti,1
4660,Claudia Olmedo,@piscosommelier,2021-01-28,"4269 Nuevos contagios y 134 FALLECIDOS!!!!!!!!! 
 #Covid19 #YoMeVacuno #QuedateEnCasa #UsaMascarilla",1
4661,A L E,@Acornejor,2021-01-28,"Es mi idea o 134 fallecidos hoy va sido la cifra más alta en todo este periodo? Mi más sentido pésame a todas esas familias 
 #YoMeVacuno #COVID19",1
4662,GONZALO #YoAprobe Soy 80%,@gonmaas,2021-01-28,"Nuñoa es una de las comunas con más contagios por habitantes y pasan a fase 3.... No se entiende...... 
 #YoMeVacuno #YoNoMeVacuno",1
4663,Daniel rambling bot,@battou_dev_botr,2021-01-28,"Y de pasada un gobierno de ineptos hace aspaviento de la vacuna. 
 Así con el plan de vacunación dice adultos mayores alguien me puede responder ? #YoMeVacuno",1
4664,sin tiempo,@lafuerza2017,2021-01-28,#YoMeVacuno #minsal ..y permiso vacaciones sigue vivo.....la princesita martorell y el descontrol de la violencia ..pero todo bien..,1
4665,Pilar Pino,@pinopilar16,2021-01-28,Porsupuesto #YoMeVacuno,1
4666,Diego,@diegogaluc,2021-01-28,"Los informes del Minsal partieron como matinal y terminarán como late show 
  #YoMeVacuno",1
4667,It,@It99713370,2021-01-28,"Padre Las Casas una vez mas a cuarentena... 
 Tercera cuarentena... 
#YoMeVacuno",1
4668,Josef K,@Kafkava,2021-01-28,"La Sinovac, a diferencia de Pfizer y Moderna, es bastante más barata y fácil de mantener y transportar. Eso la hace mucho más atractiva para los países con menos recursos. Sobre la eficacia de cada vacuna, hay una guerra geopolitica donde todos dicen ser los mejores. #YoMeVacuno",1
4669,@chilelibre17,@chilelibre17,2021-01-28,"Es una bendición la llegada de las vacunas.
 #YoMeVacuno",1
4670,Aries,@R_claros,2021-01-28,El chico Paris cuando participa de una carrera dice que llegó tercero....cuando corren 3 #YoMeVacuno,1
4671,Lucas,@ti77a,2021-01-28,"EXCELENTE TRABAJO DEL MINISTERIO DE SALUDO 
 #YoMeVacuno",1
4672,Pablo Andres,@PabloAndres1981,2021-01-28,"El minimistro citando a Blomberg, una revista de negocios y economía.
Otro estudio y científico dice que la gestión de la pandemia ha sido entre las 10 peores.
Sabemos que el enfoque esta economía y no en las personas.
#YoMeVacuno 
#ElPeorGobiernoDeLaHistoria",1
4673,Profe Bolsón,@profebolson,2021-01-28,"AstraZeneca, Pfizer-BionTech, Sinovac. Vacunas que hoy muestran luz al final del túnel pandémico. Esperemos más logren pasar las fases de pruebas y sigan reforzando la lucha contra el covid. En tanto espero mi turno, con la que sea, porque #YoMeVacuno",1
4674,Juan Morales Huricán,@bovsponja,2021-01-28,"#YoMeVacuno  el mejor país para pasar el covid , chiquitito que manera de mentir,  debe ser por la gran capacidad de los hospitales",1
4675,Víctor,@locoadams,2021-01-28,"Enrique Paris: De aqui a marzo vamos a vacunar a 5.000.000 de personas.

Enrique Paris: No hay que apurarse con la vacunación

¿Cómo es la hueá entonces?

#Covid19Chile #YoMeVacuno",1
4676,Emmanuel,@Emmanuelwith_2M,2021-01-28,"Llegaron 2.000.000 de vacunas, pero el reparto total según gráficos del gobiernos es un total de 1.916.000 de vacunas, que paso con las 84.000 vacunas restantes 
 #YoMeVacuno",1
4677,Waicito ,@waich_k,2021-01-28,1.916.400 dosis a repartir entre las 16 regiones del país... No eran 2.000.000 de dosis? Qué pasó con la diferencia? #YoMeVacuno #Chile #COVID19,1
4678,Rodrigo Vergara,@r_vergara_v,2021-01-28,Que buena noticia lo de las 4 millones de dosis de #Vacunas para #Chile que todo esto pase pronto... #YoMeVacuno,1
4679,la feña,@lafenita2000,2021-01-28,cuándo le toca al personal que trabaja en farmacias? #YoMeVacuno,1
4680,Claudia Fuentes,@ClauFrann,2021-01-28,"Estoy saltando de felicidad porque quizá me toque vacuna por mi trabajo 
 #YoMeVacuno",1
4681,Maria Paz Ortega,@mariapaz_ortega,2021-01-28,"Hoy me sentí optimista con la noticia de llegada de las vacunas!
Pero me acordé de que estamos en el desgobierno de Piñera y se me pasó 
. 
Espero el cagazo y la ineptitud.
 #YoMeVacuno",1
4682,Carabineros de Chile,@CarabinerosDeLa,2021-01-28,Carlos larrain muere después de vacunarse con la vacuna china #YoMeVacuno y justo llegaron hoy #ElPeorPresidenteDeLaHistoria,1
4683,Tomás Ignacio,@tiavilas,2021-01-28,#YoMeVacuno Hay algún estudio de las actuales vacunas contra el covid en personas trasplantadas o inmunodeprimidas?,1
4684,Q,@Quike_IA,2021-01-28,"Es necesaria la foto de #yomevacuno ?

Sinceramente yo creo que no, la población lo está pasando y no suben fotos de #yolopaso ..",1
4685,Patagon,@PatagonBriones,2021-01-28,"Ahora que esta el calendario de vacunacion, acudan con confianza, así evitan una enfermedad grave, hospitalizacion y por ende, complicaciones asociadas a covid. De igual forma hay que continuar con las medidas de prevención. #yomevacune #YoMeVacuno",1
4686,Hachetetepe,@AndreaPurpura77,2021-01-28,"Y los enfermos crónicos?!
#YoMeVacuno",1
4687,Oye soy la Paulsen,@Kpaulsen11,2021-01-28,"Siendo las 14:08 hrs y luego que la info sobre campaña vacunacion llegara 1ero al wtsp de mi JJVV , les cuento q en el cesfam donde trabajo, no hay informacion oficial. Gracias por tanto. #YoMeVacuno",1
4688,𝐂𝐨𝐧𝐢𝐭𝐨ᴰᵃʸˢ,@conito_hyyh,2021-01-28,todo el rato  #YoMeVacuno por mí y por el resto,1
4689,Srta_,@nilindanievans,2021-01-28,".
1- llegaron la totalidad de vacunas del primer pedido?
2- se utilizaron en el personal correspondiente?
3- pq chucha es 
@LATAM_CHI
 el encargado del transporte y no la puta 
@FACh_Chile
???

#vacunas #COVID19 #chile #YoMeVacuno #cuarentena #ElPeorGobiernoDeLaHistoria",1
4690,Roberto Mondaca,@robertmondak,2021-01-28,Comían jugos Yupi en polvo de la palma de la mano y le van a tener miedo a la vacuna... #YoMeVacuno,1
4691,IncommunicadoNYC,@IncommunicadoNY,2021-01-28,"#YoMeVacuno piensa que son efectivas estas vacunas contra el #COVID19 ?Si
100 %
No
0 %
5 votos
·
Resultados finales",1
4692,IncommunicadoNYC,@IncommunicadoNY,2021-01-28,"#YoMeVacuno le temes a la contra reacciones de las vacunas contra el #COVID19 ?Si
20 %
No
80 %
5 votos
·
Resultados finales",1
