,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
7347,María Alejandra Pérez. S,@PleyadeAlcyone,2020-10-02T17:14:18.000Z,fuera colombia mientras tu nos sacas d nuestra tierra venezolana y traes tu guerra de 50 años e invades hogares venezolanos para robar y saquear todo novios incluso el cabello d mi papa muerto otros paises como rusia vienen a auxilar y nos traen la vacuna contra el corona virus,0
7348,Orlando caballero,@Orlando14285774,2020-10-02T17:03:26.000Z,a venezuela llegó la vacuna rusa spunit v a colombia llegó la vavuna agc82,0
7349,viva el comandante y su legado..,@JosFari51554066,2020-10-02T17:02:50.000Z,2octubre alerta y pendientes ni colombia ni brasil solicitaron la vacuna rusa sñrs llegó la vacuna a venezuela y ya sabemos que les está pasando x la mente a los asesinos bachaqueros verdad que opinan ustedes que hay q hacerle al que agarren en eso,0
7350,Orlando caballero,@Orlando14285774,2020-10-02T16:58:47.000Z,hoy viernes 2 de octubre de 2020 llegó a nuestra hermana república bolivariana de venezuela el primer cargamento de vacuna rusa cuándo será que colombia reciba el cargamento con la vacuna de usa nos tocará pedir las sobras vacunales como buen país uribista y vil pordiosero,0
7351,Stiven,@stivenvargas111,2020-10-02T16:49:13.000Z,llegó primero la vacuna de rusia a venezuela que a colombia ,0
7352,El Axioma,@Elaxioma_com,2020-10-01T23:20:00.000Z,1oct colombiabuscan voluntarios en cali para probar vacuna covidaterriza en barranquilla el primer vuelo internacionalseptiembre es el mes del año con más homicidios en barranquillareabren playas en cartagenapor gwenlr todos los detalles aquí las noticias de colombia más importanteselaxiomacom,0
7353,Oscar Silva S,@tecnioscarss,2020-10-01T14:17:01.000Z,colombia se debe retirar de la oms y debemos enfrentar el coronavirus con el plasma mientras llega la vacuna para no perder tanta vida diaria porque ya parece negocio de clínicas ,0
7354,Jamcara,@Jamcaram,2020-10-01T09:37:35.000Z,posicionar la imagen de duque en redes posicionar a colombia en eeuu consejería vicepresidencial para martuchis gerente del covid 117 billones para atender la pandemia mandar a pacho santos a negociar la vacuna etc esaplaticaseperdio,0
7355,Alfonso Corredor Arteaga,@AlfonsoCorart,2020-09-30T21:41:43.000Z,estamos más cerca de leer las novenas y comer buñuelos que escuchar de la famosa vacuna llegue a colombia entonces cuidarte es cuidarnos quedateencasa felizmiercoles,0
7356,Moreno,@SaulArgumedo,2020-09-30T18:26:49.000Z,el fútbol colombiano es malo porque es de la expresión más corrupta de colombia los entrenadores colocan a debutar solo a los que pagan vacuna,0
7357,Lady Burgos,@ladabuca,2020-09-30T14:47:28.000Z,el que tiene dinero no piensa en la posibilidad de vacuna como pensar que el polio no podría llegar a colombia cuando hay brotes en niños venezolanos,0
7358,The Sir Revan has a secret.,@TheSirRevan,2020-09-30T14:08:13.000Z,no han dicho nada del voluntariado para la vacuna de jj acá en colombia,0
7359,Don Franco,@DonFrancco,2020-09-30T13:32:01.000Z,despelotees lo que se viene en colombia y el mundo cuando salga la vacuna contra el covid quierorecintodelpensamiento,0
7360,Alberto Castro,@Beto_Castro44,2020-09-27T18:15:49.000Z,aplaudo la labor que hacer el gobierno nacional por entablar negociaciones con el gobierno ruso para traer a colombia una vacuna y un médicamente que pueda tratar el covid 19 ivanduque minsaludcol,0
7361,Revista Semana,@RevistaSemana,2020-09-27T17:30:00.000Z,el debate sobre la vacuna de la covid19 abrió la discusión sobre la importancia de las vacunas y la necesidad de la modernización del programa de vacunación en colombia participe el 29 de septiembre 800 am en el foro equidadeinversiónenvacunacióncómo está el programa de vacunación en colombiasemanacom,0
7362,"EscorpionXCO
6.402",@EscorpionXCO,2020-09-27T16:00:50.000Z,astrazeneca dijo que la vacuna iba a estar lista el otro año despues de aplazar las pruebas al resultar dos voluntarios con desordenes neurológicos aun asi la vacuna ya está en colombia para ensayos se supone que si sale bien siguen despues con ratas y monos,0
7363,JuanMosqueraRestrepo,@lluevelove,2020-09-27T03:39:28.000Z,estoy por creer que en colombia han probado aprobado desarrollado y distribuido ya la vacuna contra el covid19la cantidad de gente con ningún cuidado mínimo en cualquier circunstancia es tan abrumadora que el auto cuidado y el virus parece que desaparecieron por decreto,0
7364,Laura Pantoja,@lua2pantoja,2020-09-26T23:33:53.000Z,yo solo deseo que esa hp vacuna la tenga ya colombia no creo aguantar más ,0
7365,JoseA Rodríguez,@joseanibal53,2020-09-26T19:45:18.000Z,coronavirus en colombia aplican una vacuna contra la influenzapero a la gente le da más gripeno sé qué pasa,0
7366,Clara Nino,@Colombianicomio,2020-09-26T19:41:22.000Z,y entonces en colombia parece que también compraron una vacuna que ni siquiera existe,0
7367,Luis Carlos Arismendy,@LkArismendy,2020-09-26T13:46:51.000Z,no sé en el resto del mundo pero en colombia ya encontraron la cura la vacuna la inoculación o la inmunización telepática contra el covid es increíble ver cómo está la gente de fiesta como si nada,0
7368,País Pendejo,@ruru1961,2020-09-26T11:40:21.000Z,si rusia ofrece a la onu su vacuna contra el covid19 totalmente gratis al mundo por qué colombia tiene que gastar 106 millones de dólares para adquirirla,0
7369,Olga Lucía Muriel,@olg1406,2020-09-26T05:30:49.000Z,impotencia policiacolombia necesitamos reforma en colombia dejamos de dar vacuna a la guerrilla para dársela a la policía,0
7370,Luis Falcon,@LuisdaFalcon_,2020-09-26T03:46:08.000Z,colombia país donde el covid se acabó sin tener vacuna ,0
7371,SaraH,@CSarahelen,2020-09-25T14:50:37.000Z,entonces a colombia le tocó meterse entre los países beneficiados de la vacuna rusaque karma ,0
7372,Luciana Rubinska,@LRubinska,2020-09-24T19:00:01.000Z,la vacuna de johnson johnson comenzó la fase 3 con pruebas en 60 mil voluntarios de eeuu sudáfrica argentina brasil chile colombia méxico y perú,0
7373,Nando,@Nando79208857,2020-09-24T17:08:22.000Z,rusia ofrese a colombia vacuna contra el covid gratis pero el gobierno quiere comprar la que todavía no inventan,0
7374,Yeka Cleanwater,@Yessica09154954,2020-09-24T16:50:31.000Z,alguien me puede explicar porqué rusia pretende regalar la vacuna y colombia se la quiere comprar a la onu ,0
7375,Kell Pozo,@kellpozo,2020-09-24T15:42:41.000Z,ajá dijeron que venezuela era de lo peorcito por recibir vacuna rusa y bla bla y cuando colombia la reciba que vendría siendo,0
7376,Es de Orates,@EsDeOrates,2020-09-24T15:07:40.000Z,de las 3 posibilidades que tiene colombia de adquirir la vacunale vamos a apostar a las donaciones obvioel rol de pordiosero lo cumpliría bien un país católico que con oración y suerte puede llegar a ser declarado mendigo oficial del imperio,0
7377,Charynumas,@charynumas,2020-09-24T14:58:47.000Z,ya rusia y china informaron que la vacuna de ellos sera gratis para quien lo quiera porque el gobierno de colombia compra vacunas a mas de 40000 cada una,0
7378,AFIDRO,@afidro_colombia,2020-09-24T14:11:42.000Z,afidroaldía la industria está comprometida con el desarrollo de la vacuna sin arriesgar la seguridad calidad y eficacia y respetando todas las fases estamos trabajando estrechamente con gobiernos y otras organizaciones para que estas vacunas sean accesibles yanethgiha,0
7379,Catalina,@Paisademedellin,2020-09-24T13:03:51.000Z,fuera fuera vienen a matar más ciudadanos oms es otro comunista y enemigo del país pilascolombia es elegido por la oms y la ops para ensayos de vacuna contra el covid19 w radio,0
7380,Héctor Gil,@SoyElMillonario,2020-09-24T12:43:16.000Z,para cuándo creen que tendremos vacuna para el covid19 en colombianoviembre8 diciembre16 enero 20218 febrero 202168 25 votosresultados finales,0
7381,@ FFrost,@ FFrost,2020-09-24T06:29:42.000Z,rusia ofreció la vacuna del covid gratisporque colombia tiene q pagar 106millones de dólaresahh si ya recordé los uribistas no quieren nada regalado,0
7382,Juan Manuel Bastidas,@jm_jmanuel,2020-09-24T01:39:01.000Z,nuevarealidadenlacity si rusia ofrece la vacuna gratis a todo el mundo y si es la mas adelantada porque colombia no la toma,0
7383,maria betancur n,@mariabetancur9,2020-09-24T00:55:29.000Z,johnson johnson inició hoy la prueba d última etapa d su vacuna d inyección única contra covid19 en 60000 personas d 8 países q incluyen a colombia jj espera q resultados se tengan para fines d este año o princ d próx esperan fabricar hasta 1000 millones d dosis en 2021,0
7384,♛El Padrino♛,@Thegodfather870,2020-09-24T00:08:11.000Z,si rusia está donando las vacunas que se nos de la gana pedir por qué carajos colombia va apagar 106 millones de dólares por la vacuna ,0
7385,Juan David Galindo Durán,@JUANCHO987,2020-09-23T23:53:19.000Z,que debo hacer para ponerme la vacuna rusa desde colombia la ley me obliga a ponerme la que el gobierno contrata no me van a recibir en el trabajo si tengo la vac rusa zulmacucunuba si pudieras ayudarme,0
7386,José Tobías Garzón L,@je_tob,2020-09-23T23:14:30.000Z,hoy 23 sept colombia registra un porcentaje de 1240 de casos activos respecto a contagiados totales importante llegar a un dígito para verificar una tendencia decreciente y de control de pandemia en momentos que hay total apertura a sectores económicos y proximidad de vacuna,0
7387,El Dexpertador,@ElDexpertador,2020-09-23T19:00:35.000Z,jj anunció el inicio de un enorme estudio final para tratar de probar si una vacuna covid19 de una sola dosis puede proteger contra el virus la fórmula se probará en 60000 voluntarios en los eeuu sudáfrica argentina brasil chile colombia méxico y perú 23sep,0
7388,Dr. Sergio Zimmer,@DocSergioZeta,2020-09-23T18:06:42.000Z, coronavirus comienza hoy el ensayo de fase 3 de la vacuna experimental de johnson johnson las pruebas se realizarán en argentina brasil chile colombia méxico perú sudáfrica y eeuu incluirán hasta 60000 participantes adultos en casi 215 sitios en eeuu y otros,0
7389,@2cEze542095d482,@2cEze542095d482,2020-09-23T17:25:05.000Z,si va haber ensayos clínicos con la vacuna del coronavirus en colombiaque hagan la prueba primero con duque,0
7390,Angelica Bossa,@AngelicaBossa5,2020-09-23T16:50:55.000Z,colombia país donde se les olvido que existía el covid y ni siquiera ha llegado la vacuna,0
7391,Revista Semana,@RevistaSemana,2020-09-23T16:00:00.000Z,el debate sobre la vacuna de la covid19 abrió la discusión sobre la importancia de las vacunas y la necesidad de la modernización del programa de vacunación en colombia participe el 29 de septiembre 800 am en el foro equidadeinversiónenvacunaciónla importancia de la vacunación más allá de la pandemiaforossemanacom,0
7392,Jhoan Sebastián Álvarez,@Jhoansalvarez,2020-09-23T14:51:22.000Z,pacho santos para cuando va a traer la vacuna a colombia,0
7393,Reporte Ya,@ReporteYa,2020-09-23T14:38:26.000Z,23sep coronavirus colombiaministro fruizgomez gobierno nacional mantiene abierta opción de negociaciones bilaterales para la adquisición de vacunaesperando que se genere mayor evidencia la prioridad es que sea segura eficaz y proteja a la población minsaludcol,0
7394,Nathalia Da Vicenzo,@Borgia_Madonna,2020-09-23T14:29:44.000Z,farmacéutica de eu inicia última fase de ensayos de su vacuna contra el covid19johnson johnson probará su vacuna contra el covid19 en 60 mil voluntarios en eu méxico argentina brasil chile colombia perú y sudáfrica,0
7395,kublaikhan,@kublaik19653063,2020-09-23T14:13:17.000Z,para que algo se mueva en colombia tiene que haber alguna comisión algún pedazo de tortapor eso la vacuna rusa para nosotros no es gratis ni lo sera nada aca es gratis,0
7396,Gerardo Vizcaino M,@fundextdimens,2020-09-23T14:07:29.000Z,la vacuna para el covid19 rusia la ofreció gratis a la onu porque colombia no pide la vacuna rusa si ya la tiene no es que quieren ver morir a mas colombianos por dios qué pasa soluciónenlo ya,0
7397,Aemon Targaryan,@Aemon3428,2020-09-23T12:14:43.000Z,si seguimos esperando la vacuna gringa la mitad de la población se seguirá infectandosumado a eso por respetarle el mercado a estados unidos no existe ningún libre mercado para colombia,0
7398,FABIO ALBERTO LOPEZ,@fabilo101010,2020-09-23T12:12:47.000Z,la oms escogió a colombia como conejillo de indias para probar tres tipos de vacuna contra el covid 19no se pero yo no confío mucho en la buena fe de esta institución,0
7399,Hector Dario Valenci,@JUANCHOMILAS,2020-09-23T10:51:00.000Z,noticias contradictorias minsalud y presidente anuncian q colombia compró 10000 de dosis de vacuna covid 19 será verdad como no dicen sino mentiras y la otra colombia fue escogido junto con otros 5 países para realizar pruebas en sus habitantes de una vacuna de covid19,0
7400,YoNoSeFilosofar,@ColBolivariana,2020-09-23T10:37:49.000Z,por qué si rusia ofrece a la onu su vacuna contra el covid19 totalmente gratis al mundo colombia tiene que pagar 106 millones de dólares para adquirirla,0
7401,Manuel Estevez,@ManueloEste,2020-09-23T10:36:47.000Z,si rusia ofrece regalar su vacuna contra el covid 19 porque el gobierno de colombia insiste en pagarle a un laboratorio más de 100 millones de dólares para obtenerla ,0
7402,Julián,@JulianOrozcoR,2020-09-23T00:20:50.000Z,qué ganas de pedir la vacuna rusa para el virus pedorro ese y salir con la pija afuera triunfante porque es más peligroso vivir en colombia que el propio virus,0
7403,Lulu,@14lLaita91,2020-09-23T00:01:23.000Z,buenoooo y entre otras noticias rusia dijo ante la onu que está dispuesta a dar la vacuna gratis para los países que hagan parte de naciones unidasrespuesta de colombia no eres tú soy yo ,0
7404,Ciro A. Ramirez,@CIROARAMIREZ,2020-09-22T23:25:53.000Z,presidente de la república ivanduque 22 de septiembre 2020colombia ha sido seleccionada dentro de los 6 países de la región para que con la oms y la ops se puedan hacer ensayos médicos de los eventuales desarrollos de vacuna,0
7405,Nafis Blanco,@GarciaNafis,2020-09-22T22:13:57.000Z,quiero que llegue la vacuna del covid a colombia suanfonson,0
7406,Agencia CMA Latam,@agenciacmalatam,2020-09-22T19:37:57.000Z,colombia duque pide definir mecanismo de coop entre países pcompra vacuna,0
7407,Arcadio P. Ramirez,@RamirezArcadio,2020-09-22T19:01:22.000Z,el narco a cargo de colombia y el sátrapa que gobierna chile pretenden ocultar la corrupción y las violaciones a los ddhh de ambos países hablando sobre la distribución de una vacuna que aún no existemitómanos,0
7408,Sergio Rave,@ravesergio,2020-09-22T18:15:55.000Z,el covid en colombia se desapareció de un día pa otro sin vacuna y sin nada ,0
7409,Bernardo Useche,@BernardoUseche,2020-09-22T17:25:56.000Z,presidentes de chile y colombia acorde con estrategia de la ocde anuncian que compraran vacunas covid19 a pfizer jansen y otras trasnacionales farmacéuticas una diferencia piñera incluyó una vacuna desarrollada en china y duque redefinió la palabra resiliencia enriquedazag,0
7410,Carlosnut,@ccornejoa,2020-09-22T17:00:54.000Z,se acuerdan del show mediático de ayuda en camiones que realizo piñera con su amigo duque en cucuta colombiahoy lo hace nuevamente con la supuesta vacuna para el covic19 que tendremos a principios del próximo añopiñera y duque no son aporte para la nueva latinoamerica,0
